step,epoch,param,layer,grad_norm
145,0,fc2.weight,fc2,0.6201151013374329
145,0,fc1.bias,fc1,0.039209313690662384
145,0,fc1.weight,fc1,0.3159112334251404
146,0,fc2.bias,fc2,0.031817201524972916
146,0,fc2.weight,fc2,0.5529864430427551
146,0,fc1.bias,fc1,0.032455626875162125
146,0,fc1.weight,fc1,0.3359408378601074
147,0,fc2.bias,fc2,0.03415083512663841
147,0,fc2.weight,fc2,0.6553435921669006
147,0,fc1.bias,fc1,0.03189770504832268
147,0,fc1.weight,fc1,0.3192896842956543
148,0,fc2.bias,fc2,0.030590025708079338
148,0,fc2.weight,fc2,0.39428213238716125
148,0,fc1.bias,fc1,0.026373835280537605
148,0,fc1.weight,fc1,0.22336962819099426
149,0,fc2.bias,fc2,0.03053339384496212
149,0,fc2.weight,fc2,0.5720099210739136
149,0,fc1.bias,fc1,0.028473131358623505
149,0,fc1.weight,fc1,0.30388104915618896
150,0,fc2.bias,fc2,0.03805171698331833
150,0,fc2.weight,fc2,0.6495699882507324
150,0,fc1.bias,fc1,0.03802455589175224
150,0,fc1.weight,fc1,0.34406450390815735
151,0,fc2.bias,fc2,0.048858825117349625
151,0,fc2.weight,fc2,0.7171957492828369
151,0,fc1.bias,fc1,0.041942402720451355
151,0,fc1.weight,fc1,0.34913283586502075
152,0,fc2.bias,fc2,0.03771551325917244
152,0,fc2.weight,fc2,0.6336963772773743
152,0,fc1.bias,fc1,0.036551252007484436
152,0,fc1.weight,fc1,0.35286086797714233
153,0,fc2.bias,fc2,0.03585405275225639
153,0,fc2.weight,fc2,0.7367469072341919
153,0,fc1.bias,fc1,0.03454219922423363
153,0,fc1.weight,fc1,0.36206069588661194
154,0,fc2.bias,fc2,0.04518027976155281
154,0,fc2.weight,fc2,0.7389892935752869
154,0,fc1.bias,fc1,0.04560897871851921
154,0,fc1.weight,fc1,0.37634798884391785
155,0,fc2.bias,fc2,0.03370200842618942
155,0,fc2.weight,fc2,0.5467815399169922
155,0,fc1.bias,fc1,0.03390265628695488
155,0,fc1.weight,fc1,0.30997100472450256
156,0,fc2.bias,fc2,0.01702044904232025
156,0,fc2.weight,fc2,0.37832316756248474
156,0,fc1.bias,fc1,0.016750184819102287
156,0,fc1.weight,fc1,0.2377852499485016
157,0,fc2.bias,fc2,0.053020671010017395
157,0,fc2.weight,fc2,0.7431206703186035
157,0,fc1.bias,fc1,0.04155956953763962
157,0,fc1.weight,fc1,0.3571324944496155
158,0,fc2.bias,fc2,0.05343109741806984
158,0,fc2.weight,fc2,0.783416211605072
158,0,fc1.bias,fc1,0.046253275126218796
158,0,fc1.weight,fc1,0.3713299334049225
159,0,fc2.bias,fc2,0.04200610890984535
159,0,fc2.weight,fc2,0.6600396037101746
159,0,fc1.bias,fc1,0.03212820366024971
159,0,fc1.weight,fc1,0.2820581793785095
160,0,fc2.bias,fc2,0.0411066859960556
160,0,fc2.weight,fc2,0.6621606349945068
160,0,fc1.bias,fc1,0.03580933436751366
160,0,fc1.weight,fc1,0.3267678916454315
161,0,fc2.bias,fc2,0.026922326534986496
161,0,fc2.weight,fc2,0.4196862280368805
161,0,fc1.bias,fc1,0.029262082651257515
161,0,fc1.weight,fc1,0.26528528332710266
162,0,fc2.bias,fc2,0.027628155425190926
162,0,fc2.weight,fc2,0.42842453718185425
162,0,fc1.bias,fc1,0.026926901191473007
162,0,fc1.weight,fc1,0.2850119173526764
163,0,fc2.bias,fc2,0.02380237728357315
163,0,fc2.weight,fc2,0.42140233516693115
163,0,fc1.bias,fc1,0.02238483540713787
163,0,fc1.weight,fc1,0.2557864487171173
164,0,fc2.bias,fc2,0.03828113153576851
164,0,fc2.weight,fc2,0.5370751619338989
164,0,fc1.bias,fc1,0.035753246396780014
164,0,fc1.weight,fc1,0.33984115719795227
165,0,fc2.bias,fc2,0.040089309215545654
165,0,fc2.weight,fc2,0.6681669354438782
165,0,fc1.bias,fc1,0.03633316978812218
165,0,fc1.weight,fc1,0.34494590759277344
166,0,fc2.bias,fc2,0.03851429745554924
166,0,fc2.weight,fc2,0.5566031336784363
166,0,fc1.bias,fc1,0.03554237261414528
166,0,fc1.weight,fc1,0.30425989627838135
167,0,fc2.bias,fc2,0.040416356176137924
167,0,fc2.weight,fc2,0.6759124994277954
167,0,fc1.bias,fc1,0.03745545446872711
167,0,fc1.weight,fc1,0.32308831810951233
168,0,fc2.bias,fc2,0.02944769524037838
168,0,fc2.weight,fc2,0.4015863835811615
168,0,fc1.bias,fc1,0.030527012422680855
168,0,fc1.weight,fc1,0.24931468069553375
169,0,fc2.bias,fc2,0.05998954176902771
169,0,fc2.weight,fc2,0.869374692440033
169,0,fc1.bias,fc1,0.05662727728486061
169,0,fc1.weight,fc1,0.41226300597190857
170,0,fc2.bias,fc2,0.03943835571408272
170,0,fc2.weight,fc2,0.6056293845176697
170,0,fc1.bias,fc1,0.03742251917719841
170,0,fc1.weight,fc1,0.30516287684440613
171,0,fc2.bias,fc2,0.027836604043841362
171,0,fc2.weight,fc2,0.4449530839920044
171,0,fc1.bias,fc1,0.030828192830085754
171,0,fc1.weight,fc1,0.29611051082611084
172,0,fc2.bias,fc2,0.04003257304430008
172,0,fc2.weight,fc2,0.5523319244384766
172,0,fc1.bias,fc1,0.03650098294019699
172,0,fc1.weight,fc1,0.28545746207237244
173,0,fc2.bias,fc2,0.05301087349653244
173,0,fc2.weight,fc2,0.8648504614830017
173,0,fc1.bias,fc1,0.04771462455391884
173,0,fc1.weight,fc1,0.416449636220932
174,0,fc2.bias,fc2,0.02381940558552742
174,0,fc2.weight,fc2,0.42683500051498413
174,0,fc1.bias,fc1,0.022485876455903053
174,0,fc1.weight,fc1,0.2653076648712158
175,0,fc2.bias,fc2,0.039550453424453735
175,0,fc2.weight,fc2,0.6135540008544922
175,0,fc1.bias,fc1,0.038475148379802704
175,0,fc1.weight,fc1,0.3237802982330322
176,0,fc2.bias,fc2,0.031221900135278702
176,0,fc2.weight,fc2,0.4040376543998718
176,0,fc1.bias,fc1,0.02728307992219925
176,0,fc1.weight,fc1,0.23954956233501434
177,0,fc2.bias,fc2,0.03073417767882347
177,0,fc2.weight,fc2,0.48798322677612305
177,0,fc1.bias,fc1,0.028599612414836884
177,0,fc1.weight,fc1,0.2677474617958069
178,0,fc2.bias,fc2,0.03587944060564041
178,0,fc2.weight,fc2,0.5842375159263611
178,0,fc1.bias,fc1,0.036220673471689224
178,0,fc1.weight,fc1,0.3335944712162018
179,0,fc2.bias,fc2,0.05001264438033104
179,0,fc2.weight,fc2,0.6341633200645447
179,0,fc1.bias,fc1,0.04816325381398201
179,0,fc1.weight,fc1,0.35475316643714905
180,0,fc2.bias,fc2,0.02151593379676342
180,0,fc2.weight,fc2,0.34530556201934814
180,0,fc1.bias,fc1,0.019772352650761604
180,0,fc1.weight,fc1,0.22090734541416168
181,0,fc2.bias,fc2,0.02535855770111084
181,0,fc2.weight,fc2,0.41624802350997925
181,0,fc1.bias,fc1,0.03012732043862343
181,0,fc1.weight,fc1,0.31296226382255554
182,0,fc2.bias,fc2,0.03692670539021492
182,0,fc2.weight,fc2,0.5923668146133423
182,0,fc1.bias,fc1,0.033493272960186005
182,0,fc1.weight,fc1,0.32057514786720276
183,0,fc2.bias,fc2,0.03750893846154213
183,0,fc2.weight,fc2,0.6692842841148376
183,0,fc1.bias,fc1,0.035024698823690414
183,0,fc1.weight,fc1,0.3147371709346771
184,0,fc2.bias,fc2,0.04701520875096321
184,0,fc2.weight,fc2,0.709208071231842
184,0,fc1.bias,fc1,0.04453921690583229
184,0,fc1.weight,fc1,0.354950487613678
185,0,fc2.bias,fc2,0.04768453165888786
185,0,fc2.weight,fc2,0.6617465019226074
185,0,fc1.bias,fc1,0.04523550346493721
185,0,fc1.weight,fc1,0.36324504017829895
186,0,fc2.bias,fc2,0.05623002350330353
186,0,fc2.weight,fc2,0.766322135925293
186,0,fc1.bias,fc1,0.044750481843948364
186,0,fc1.weight,fc1,0.34482619166374207
187,0,fc2.bias,fc2,0.04111585021018982
187,0,fc2.weight,fc2,0.4561239778995514
187,0,fc1.bias,fc1,0.03559198975563049
187,0,fc1.weight,fc1,0.2799387574195862
188,0,fc2.bias,fc2,0.03795832395553589
188,0,fc2.weight,fc2,0.6127004027366638
188,0,fc1.bias,fc1,0.03664807230234146
188,0,fc1.weight,fc1,0.3061625063419342
189,0,fc2.bias,fc2,0.027845190837979317
189,0,fc2.weight,fc2,0.385031133890152
189,0,fc1.bias,fc1,0.02505737729370594
189,0,fc1.weight,fc1,0.2507043778896332
190,0,fc2.bias,fc2,0.055037107318639755
190,0,fc2.weight,fc2,0.7965933084487915
190,0,fc1.bias,fc1,0.05342874675989151
190,0,fc1.weight,fc1,0.4026206433773041
191,0,fc2.bias,fc2,0.03545206040143967
191,0,fc2.weight,fc2,0.6130824089050293
191,0,fc1.bias,fc1,0.03378651663661003
191,0,fc1.weight,fc1,0.28835010528564453
192,0,fc2.bias,fc2,0.04626348242163658
192,0,fc2.weight,fc2,0.774594247341156
192,0,fc1.bias,fc1,0.042051203548908234
192,0,fc1.weight,fc1,0.4006614685058594
193,0,fc2.bias,fc2,0.034524060785770416
193,0,fc2.weight,fc2,0.534971296787262
193,0,fc1.bias,fc1,0.03637460991740227
193,0,fc1.weight,fc1,0.3233380615711212
194,0,fc2.bias,fc2,0.02850683405995369
194,0,fc2.weight,fc2,0.44106313586235046
194,0,fc1.bias,fc1,0.02874133549630642
194,0,fc1.weight,fc1,0.27384233474731445
195,0,fc2.bias,fc2,0.02929876185953617
195,0,fc2.weight,fc2,0.4844662845134735
195,0,fc1.bias,fc1,0.03223978355526924
195,0,fc1.weight,fc1,0.2624147832393646
196,0,fc2.bias,fc2,0.04705853387713432
196,0,fc2.weight,fc2,0.7806005477905273
196,0,fc1.bias,fc1,0.04794936627149582
196,0,fc1.weight,fc1,0.3938644528388977
197,0,fc2.bias,fc2,0.031190326437354088
197,0,fc2.weight,fc2,0.48888999223709106
197,0,fc1.bias,fc1,0.03248775005340576
197,0,fc1.weight,fc1,0.2823171019554138
198,0,fc2.bias,fc2,0.03062557615339756
198,0,fc2.weight,fc2,0.4480060935020447
198,0,fc1.bias,fc1,0.027381382882595062
198,0,fc1.weight,fc1,0.26057738065719604
199,0,fc2.bias,fc2,0.03061002679169178
199,0,fc2.weight,fc2,0.6211614012718201
199,0,fc1.bias,fc1,0.028944391757249832
199,0,fc1.weight,fc1,0.3438757061958313
200,0,fc2.bias,fc2,0.03785078227519989
200,0,fc2.weight,fc2,0.5866415500640869
200,0,fc1.bias,fc1,0.030508236959576607
200,0,fc1.weight,fc1,0.27863767743110657
201,0,fc2.bias,fc2,0.02307673916220665
201,0,fc2.weight,fc2,0.3869664967060089
201,0,fc1.bias,fc1,0.020212560892105103
201,0,fc1.weight,fc1,0.2289184182882309
202,0,fc2.bias,fc2,0.05542824789881706
202,0,fc2.weight,fc2,0.8540238738059998
202,0,fc1.bias,fc1,0.05443103611469269
202,0,fc1.weight,fc1,0.40696603059768677
203,0,fc2.bias,fc2,0.038184262812137604
203,0,fc2.weight,fc2,0.5752311944961548
203,0,fc1.bias,fc1,0.038557324558496475
203,0,fc1.weight,fc1,0.33619335293769836
204,0,fc2.bias,fc2,0.026978038251399994
204,0,fc2.weight,fc2,0.4951595664024353
204,0,fc1.bias,fc1,0.030385026708245277
204,0,fc1.weight,fc1,0.29717859625816345
205,0,fc2.bias,fc2,0.027448657900094986
205,0,fc2.weight,fc2,0.44859880208969116
205,0,fc1.bias,fc1,0.028368884697556496
205,0,fc1.weight,fc1,0.27292099595069885
206,0,fc2.bias,fc2,0.04191622510552406
206,0,fc2.weight,fc2,0.596820592880249
206,0,fc1.bias,fc1,0.041391484439373016
206,0,fc1.weight,fc1,0.3058170974254608
207,0,fc2.bias,fc2,0.04266117140650749
207,0,fc2.weight,fc2,0.5603489279747009
207,0,fc1.bias,fc1,0.03678920865058899
207,0,fc1.weight,fc1,0.29791170358657837
208,0,fc2.bias,fc2,0.030681297183036804
208,0,fc2.weight,fc2,0.5009429454803467
208,0,fc1.bias,fc1,0.02974112704396248
208,0,fc1.weight,fc1,0.2981506884098053
209,0,fc2.bias,fc2,0.03831028565764427
209,0,fc2.weight,fc2,0.5707271099090576
209,0,fc1.bias,fc1,0.03874753788113594
209,0,fc1.weight,fc1,0.32047659158706665
210,0,fc2.bias,fc2,0.03360152989625931
210,0,fc2.weight,fc2,0.4806090295314789
210,0,fc1.bias,fc1,0.03257111459970474
210,0,fc1.weight,fc1,0.27486833930015564
211,0,fc2.bias,fc2,0.0413493812084198
211,0,fc2.weight,fc2,0.5398121476173401
211,0,fc1.bias,fc1,0.039778951555490494
211,0,fc1.weight,fc1,0.3544086813926697
212,0,fc2.bias,fc2,0.020560093224048615
212,0,fc2.weight,fc2,0.46888530254364014
212,0,fc1.bias,fc1,0.02333524078130722
212,0,fc1.weight,fc1,0.29150283336639404
213,0,fc2.bias,fc2,0.022441357374191284
213,0,fc2.weight,fc2,0.3352338373661041
213,0,fc1.bias,fc1,0.02214701473712921
213,0,fc1.weight,fc1,0.23545226454734802
214,0,fc2.bias,fc2,0.02550646662712097
214,0,fc2.weight,fc2,0.4137154519557953
214,0,fc1.bias,fc1,0.025494249537587166
214,0,fc1.weight,fc1,0.24552054703235626
215,0,fc2.bias,fc2,0.037746015936136246
215,0,fc2.weight,fc2,0.5924177169799805
215,0,fc1.bias,fc1,0.03305405378341675
215,0,fc1.weight,fc1,0.30296072363853455
216,0,fc2.bias,fc2,0.04451296851038933
216,0,fc2.weight,fc2,0.6418504118919373
216,0,fc1.bias,fc1,0.04079315438866615
216,0,fc1.weight,fc1,0.34277352690696716
217,0,fc2.bias,fc2,0.028987590223550797
217,0,fc2.weight,fc2,0.5966418385505676
217,0,fc1.bias,fc1,0.02847599983215332
217,0,fc1.weight,fc1,0.34118136763572693
218,0,fc2.bias,fc2,0.036216866225004196
218,0,fc2.weight,fc2,0.46470436453819275
218,0,fc1.bias,fc1,0.04111485183238983
218,0,fc1.weight,fc1,0.2908652126789093
219,0,fc2.bias,fc2,0.059931039810180664
219,0,fc2.weight,fc2,0.9673983454704285
219,0,fc1.bias,fc1,0.06115949898958206
219,0,fc1.weight,fc1,0.471687912940979
220,0,fc2.bias,fc2,0.037889834493398666
220,0,fc2.weight,fc2,0.5499353408813477
220,0,fc1.bias,fc1,0.03554407134652138
220,0,fc1.weight,fc1,0.29863306879997253
221,0,fc2.bias,fc2,0.03499412536621094
221,0,fc2.weight,fc2,0.48639509081840515
221,0,fc1.bias,fc1,0.03163839504122734
221,0,fc1.weight,fc1,0.25518083572387695
222,0,fc2.bias,fc2,0.037690889090299606
222,0,fc2.weight,fc2,0.584735631942749
222,0,fc1.bias,fc1,0.034440893679857254
222,0,fc1.weight,fc1,0.3055664002895355
223,0,fc2.bias,fc2,0.027510497719049454
223,0,fc2.weight,fc2,0.4163717031478882
223,0,fc1.bias,fc1,0.028194626793265343
223,0,fc1.weight,fc1,0.2843034267425537
224,0,fc2.bias,fc2,0.03994699940085411
224,0,fc2.weight,fc2,0.5993645191192627
224,0,fc1.bias,fc1,0.04032159224152565
224,0,fc1.weight,fc1,0.32181450724601746
225,0,fc2.bias,fc2,0.04077346250414848
225,0,fc2.weight,fc2,0.7186422348022461
225,0,fc1.bias,fc1,0.03608344495296478
225,0,fc1.weight,fc1,0.3612598776817322
226,0,fc2.bias,fc2,0.0376100018620491
226,0,fc2.weight,fc2,0.5000061392784119
226,0,fc1.bias,fc1,0.04067282751202583
226,0,fc1.weight,fc1,0.3148924708366394
227,0,fc2.bias,fc2,0.05946435034275055
227,0,fc2.weight,fc2,0.8079265356063843
227,0,fc1.bias,fc1,0.06058475375175476
227,0,fc1.weight,fc1,0.41379156708717346
228,0,fc2.bias,fc2,0.03609624132514
228,0,fc2.weight,fc2,0.4989301562309265
228,0,fc1.bias,fc1,0.03988652303814888
228,0,fc1.weight,fc1,0.29344642162323
229,0,fc2.bias,fc2,0.052312642335891724
229,0,fc2.weight,fc2,0.7549237012863159
229,0,fc1.bias,fc1,0.0418563038110733
229,0,fc1.weight,fc1,0.3502032160758972
230,0,fc2.bias,fc2,0.02164892666041851
230,0,fc2.weight,fc2,0.34967514872550964
230,0,fc1.bias,fc1,0.025913318619132042
230,0,fc1.weight,fc1,0.22694210708141327
231,0,fc2.bias,fc2,0.02831193245947361
231,0,fc2.weight,fc2,0.4335109293460846
231,0,fc1.bias,fc1,0.02979103848338127
231,0,fc1.weight,fc1,0.2914394736289978
232,0,fc2.bias,fc2,0.015918929129838943
232,0,fc2.weight,fc2,0.3409532904624939
232,0,fc1.bias,fc1,0.018497560173273087
232,0,fc1.weight,fc1,0.24933737516403198
233,0,fc2.bias,fc2,0.02474336326122284
233,0,fc2.weight,fc2,0.42669615149497986
233,0,fc1.bias,fc1,0.025855831801891327
233,0,fc1.weight,fc1,0.2713295817375183
234,0,fc2.bias,fc2,0.03545225039124489
234,0,fc2.weight,fc2,0.5551445484161377
234,0,fc1.bias,fc1,0.032146621495485306
234,0,fc1.weight,fc1,0.28135234117507935
235,0,fc2.bias,fc2,0.02189614810049534
235,0,fc2.weight,fc2,0.3697297275066376
235,0,fc1.bias,fc1,0.02233152836561203
235,0,fc1.weight,fc1,0.22083944082260132
236,0,fc2.bias,fc2,0.0353504978120327
236,0,fc2.weight,fc2,0.6023384928703308
236,0,fc1.bias,fc1,0.03480951115489006
236,0,fc1.weight,fc1,0.3051248788833618
237,0,fc2.bias,fc2,0.016932500526309013
237,0,fc2.weight,fc2,0.3998625874519348
237,0,fc1.bias,fc1,0.019226621836423874
237,0,fc1.weight,fc1,0.2683637738227844
238,0,fc2.bias,fc2,0.035263191908597946
238,0,fc2.weight,fc2,0.5828867554664612
238,0,fc1.bias,fc1,0.03321433067321777
238,0,fc1.weight,fc1,0.28828248381614685
239,0,fc2.bias,fc2,0.03375924006104469
239,0,fc2.weight,fc2,0.5359660983085632
239,0,fc1.bias,fc1,0.031185120344161987
239,0,fc1.weight,fc1,0.2959185838699341
240,0,fc2.bias,fc2,0.05766137316823006
240,0,fc2.weight,fc2,1.0128812789916992
240,0,fc1.bias,fc1,0.05292122811079025
240,0,fc1.weight,fc1,0.45448848605155945
241,0,fc2.bias,fc2,0.03301633894443512
241,0,fc2.weight,fc2,0.4702835977077484
241,0,fc1.bias,fc1,0.03434658423066139
241,0,fc1.weight,fc1,0.27988192439079285
242,0,fc2.bias,fc2,0.02971142902970314
242,0,fc2.weight,fc2,0.43115898966789246
242,0,fc1.bias,fc1,0.03046574257314205
242,0,fc1.weight,fc1,0.3046153485774994
243,0,fc2.bias,fc2,0.026090499013662338
243,0,fc2.weight,fc2,0.42250117659568787
243,0,fc1.bias,fc1,0.02518310397863388
243,0,fc1.weight,fc1,0.2340136617422104
244,0,fc2.bias,fc2,0.040803711861371994
244,0,fc2.weight,fc2,0.6874053478240967
244,0,fc1.bias,fc1,0.037205770611763
244,0,fc1.weight,fc1,0.32561707496643066
245,0,fc2.bias,fc2,0.04411236196756363
245,0,fc2.weight,fc2,0.6317727565765381
245,0,fc1.bias,fc1,0.039796508848667145
245,0,fc1.weight,fc1,0.3180463910102844
246,0,fc2.bias,fc2,0.01946099102497101
246,0,fc2.weight,fc2,0.4558132588863373
246,0,fc1.bias,fc1,0.025183560326695442
246,0,fc1.weight,fc1,0.28513190150260925
247,0,fc2.bias,fc2,0.03766842558979988
247,0,fc2.weight,fc2,0.5825686454772949
247,0,fc1.bias,fc1,0.03827865421772003
247,0,fc1.weight,fc1,0.3207058012485504
248,0,fc2.bias,fc2,0.035298243165016174
248,0,fc2.weight,fc2,0.5841644406318665
248,0,fc1.bias,fc1,0.03745849058032036
248,0,fc1.weight,fc1,0.3081580698490143
249,0,fc2.bias,fc2,0.038218285888433456
249,0,fc2.weight,fc2,0.6074184775352478
249,0,fc1.bias,fc1,0.03866918385028839
249,0,fc1.weight,fc1,0.31448039412498474
250,0,fc2.bias,fc2,0.030180560424923897
250,0,fc2.weight,fc2,0.5504110455513
250,0,fc1.bias,fc1,0.0320199616253376
250,0,fc1.weight,fc1,0.3116707503795624
251,0,fc2.bias,fc2,0.03477957472205162
251,0,fc2.weight,fc2,0.6233922243118286
251,0,fc1.bias,fc1,0.03573688864707947
251,0,fc1.weight,fc1,0.33999118208885193
252,0,fc2.bias,fc2,0.058171723037958145
252,0,fc2.weight,fc2,0.7806724905967712
252,0,fc1.bias,fc1,0.05094373971223831
252,0,fc1.weight,fc1,0.35966864228248596
253,0,fc2.bias,fc2,0.03215939924120903
253,0,fc2.weight,fc2,0.5366526246070862
253,0,fc1.bias,fc1,0.03212106600403786
253,0,fc1.weight,fc1,0.30230700969696045
254,0,fc2.bias,fc2,0.03894424811005592
254,0,fc2.weight,fc2,0.6006708741188049
254,0,fc1.bias,fc1,0.0381559319794178
254,0,fc1.weight,fc1,0.35442182421684265
255,0,fc2.bias,fc2,0.02446691319346428
255,0,fc2.weight,fc2,0.3993290960788727
255,0,fc1.bias,fc1,0.02396312542259693
255,0,fc1.weight,fc1,0.23305372893810272
256,0,fc2.bias,fc2,0.03895092383027077
256,0,fc2.weight,fc2,0.5612109899520874
256,0,fc1.bias,fc1,0.041804637759923935
256,0,fc1.weight,fc1,0.30925604701042175
257,0,fc2.bias,fc2,0.04159710928797722
257,0,fc2.weight,fc2,0.5931095480918884
257,0,fc1.bias,fc1,0.040582530200481415
257,0,fc1.weight,fc1,0.31219974160194397
258,0,fc2.bias,fc2,0.03441144526004791
258,0,fc2.weight,fc2,0.5458682179450989
258,0,fc1.bias,fc1,0.03325239196419716
258,0,fc1.weight,fc1,0.30920618772506714
259,0,fc2.bias,fc2,0.056466661393642426
259,0,fc2.weight,fc2,0.8059639930725098
259,0,fc1.bias,fc1,0.05009843781590462
259,0,fc1.weight,fc1,0.3738100230693817
260,0,fc2.bias,fc2,0.04145580530166626
260,0,fc2.weight,fc2,0.5952191948890686
260,0,fc1.bias,fc1,0.04115353152155876
260,0,fc1.weight,fc1,0.33403000235557556
261,0,fc2.bias,fc2,0.059610750526189804
261,0,fc2.weight,fc2,0.8441190123558044
261,0,fc1.bias,fc1,0.053341515362262726
261,0,fc1.weight,fc1,0.4019530415534973
262,0,fc2.bias,fc2,0.03068913333117962
262,0,fc2.weight,fc2,0.5261051654815674
262,0,fc1.bias,fc1,0.032361723482608795
262,0,fc1.weight,fc1,0.2962585687637329
263,0,fc2.bias,fc2,0.04409424588084221
263,0,fc2.weight,fc2,0.7537814974784851
263,0,fc1.bias,fc1,0.04229515790939331
263,0,fc1.weight,fc1,0.3788415193557739
264,0,fc2.bias,fc2,0.04626156762242317
264,0,fc2.weight,fc2,0.7528455257415771
264,0,fc1.bias,fc1,0.04829639196395874
264,0,fc1.weight,fc1,0.3849228322505951
265,0,fc2.bias,fc2,0.04321081191301346
265,0,fc2.weight,fc2,0.7128841280937195
265,0,fc1.bias,fc1,0.04838327318429947
265,0,fc1.weight,fc1,0.3886072635650635
266,0,fc2.bias,fc2,0.03295266628265381
266,0,fc2.weight,fc2,0.5824975967407227
266,0,fc1.bias,fc1,0.036126431077718735
266,0,fc1.weight,fc1,0.3149230480194092
267,0,fc2.bias,fc2,0.047922153025865555
267,0,fc2.weight,fc2,0.798729419708252
267,0,fc1.bias,fc1,0.04597700759768486
267,0,fc1.weight,fc1,0.41142210364341736
268,0,fc2.bias,fc2,0.04566912725567818
268,0,fc2.weight,fc2,0.6222150921821594
268,0,fc1.bias,fc1,0.045933209359645844
268,0,fc1.weight,fc1,0.3638194501399994
269,0,fc2.bias,fc2,0.02583758346736431
269,0,fc2.weight,fc2,0.46229130029678345
269,0,fc1.bias,fc1,0.02862584963440895
269,0,fc1.weight,fc1,0.2669265568256378
270,0,fc2.bias,fc2,0.03683921694755554
270,0,fc2.weight,fc2,0.5983344912528992
270,0,fc1.bias,fc1,0.03596837446093559
270,0,fc1.weight,fc1,0.325203001499176
271,0,fc2.bias,fc2,0.03639056533575058
271,0,fc2.weight,fc2,0.7363507151603699
271,0,fc1.bias,fc1,0.034037064760923386
271,0,fc1.weight,fc1,0.3992338180541992
272,0,fc2.bias,fc2,0.022972319275140762
272,0,fc2.weight,fc2,0.5044641494750977
272,0,fc1.bias,fc1,0.02075851336121559
272,0,fc1.weight,fc1,0.27875205874443054
273,0,fc2.bias,fc2,0.0420122854411602
273,0,fc2.weight,fc2,0.7468098998069763
273,0,fc1.bias,fc1,0.03872349113225937
273,0,fc1.weight,fc1,0.36047884821891785
274,0,fc2.bias,fc2,0.045035798102617264
274,0,fc2.weight,fc2,0.6453224420547485
274,0,fc1.bias,fc1,0.04366924986243248
274,0,fc1.weight,fc1,0.3235630989074707
275,0,fc2.bias,fc2,0.04478909820318222
275,0,fc2.weight,fc2,0.6746065616607666
275,0,fc1.bias,fc1,0.04216999560594559
275,0,fc1.weight,fc1,0.3382887840270996
276,0,fc2.bias,fc2,0.025776997208595276
276,0,fc2.weight,fc2,0.5056779384613037
276,0,fc1.bias,fc1,0.028937818482518196
276,0,fc1.weight,fc1,0.2813699543476105
277,0,fc2.bias,fc2,0.05353141576051712
277,0,fc2.weight,fc2,0.812627911567688
277,0,fc1.bias,fc1,0.05419089272618294
277,0,fc1.weight,fc1,0.4583773612976074
278,0,fc2.bias,fc2,0.04556288570165634
278,0,fc2.weight,fc2,0.6756947636604309
278,0,fc1.bias,fc1,0.03933636471629143
278,0,fc1.weight,fc1,0.3410777151584625
279,0,fc2.bias,fc2,0.030404752120375633
279,0,fc2.weight,fc2,0.5150971412658691
279,0,fc1.bias,fc1,0.028898971155285835
279,0,fc1.weight,fc1,0.2604297399520874
280,0,fc2.bias,fc2,0.03875860944390297
280,0,fc2.weight,fc2,0.6993169784545898
280,0,fc1.bias,fc1,0.03844357281923294
280,0,fc1.weight,fc1,0.36101245880126953
281,0,fc2.bias,fc2,0.016235288232564926
281,0,fc2.weight,fc2,0.29195767641067505
281,0,fc1.bias,fc1,0.020866846665740013
281,0,fc1.weight,fc1,0.2100607007741928
282,0,fc2.bias,fc2,0.020534859970211983
282,0,fc2.weight,fc2,0.37633177638053894
282,0,fc1.bias,fc1,0.022257130593061447
282,0,fc1.weight,fc1,0.26643744111061096
283,0,fc2.bias,fc2,0.030556945130228996
283,0,fc2.weight,fc2,0.5263631343841553
283,0,fc1.bias,fc1,0.035170819610357285
283,0,fc1.weight,fc1,0.3084547519683838
284,0,fc2.bias,fc2,0.03210091218352318
284,0,fc2.weight,fc2,0.4794338643550873
284,0,fc1.bias,fc1,0.026964940130710602
284,0,fc1.weight,fc1,0.2629718780517578
285,0,fc2.bias,fc2,0.03127991408109665
285,0,fc2.weight,fc2,0.4333566725254059
285,0,fc1.bias,fc1,0.03200302645564079
285,0,fc1.weight,fc1,0.26014405488967896
286,0,fc2.bias,fc2,0.02721145935356617
286,0,fc2.weight,fc2,0.47109150886535645
286,0,fc1.bias,fc1,0.02684902772307396
286,0,fc1.weight,fc1,0.26776355504989624
287,0,fc2.bias,fc2,0.0355491079390049
287,0,fc2.weight,fc2,0.5075006484985352
287,0,fc1.bias,fc1,0.03131182864308357
287,0,fc1.weight,fc1,0.27450770139694214
288,0,fc2.bias,fc2,0.045699916779994965
288,0,fc2.weight,fc2,0.7079816460609436
288,0,fc1.bias,fc1,0.04236825183033943
288,0,fc1.weight,fc1,0.3546239733695984
289,0,fc2.bias,fc2,0.02579142525792122
289,0,fc2.weight,fc2,0.41550225019454956
289,0,fc1.bias,fc1,0.02816256694495678
289,0,fc1.weight,fc1,0.27525776624679565
290,0,fc2.bias,fc2,0.03280096873641014
290,0,fc2.weight,fc2,0.5644566416740417
290,0,fc1.bias,fc1,0.036561690270900726
290,0,fc1.weight,fc1,0.30668920278549194
